VAR_001,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_031,VAR_055
2933174,9913,0.64,36.93,98.95,57.21,29.43,97.85,60.57,143.94,8.46,38.23,21.72,2.55,4562,28.96,0.52,82.16,15487.45,44.77
2933208,42529,1.04,93.82,95.74,96.58,30.17,99.43,90.43,285.18,8.95,30.59,29.04,4.27,16604,17.98,0.57,88.23,13641.18,142.94
2933257,6003,-0.76,20.28,99.51,59.43,40.61,98.67,74.88,135.31,7,34.32,20.62,3.16,2580,24.57,0.47,84.5,15186.69,7.67
2933307,370879,1.61,89.53,81.18,90.52,80.87,98.77,93.2,769.82,8.75,18.07,39.19,9.59,153292,17.13,0.55,85.67,23907.93,113.97
2933406,9503,0.29,72.16,99.76,85.49,0.79,96.95,77.71,147.57,8.98,39.77,26.69,5.94,4002,32.26,0.52,80.47,9591.73,18.19
2933455,12968,0.27,47.08,98.78,64.71,3.25,96,58.6,167.18,7.94,47.09,27.83,3.08,5243,26.93,0.59,83.23,13835.65,4.44
2933505,24474,0.94,33.85,99.19,46.04,28.66,92.17,53.97,90.66,7.32,37.03,20.72,2.87,10417,29.21,0.45,82.03,15896.95,37.36
2933604,44757,-0.08,71.46,98.81,81.09,20.62,94.62,74.01,202.78,8.7,44.21,26.71,4.71,18610,31.31,0.56,80.94,9904.22,8.81
3100104,6272,-0.55,62.49,98.88,70.88,70.45,99.88,75.77,493.68,8.68,7.94,20.54,6.87,3460,17.22,0.47,83.02,25174.26,7.12
3100203,22675,-0.01,86.84,94.74,87.67,85.19,99.75,91.62,715.17,9.19,6.69,25.32,7.97,11503,16.27,0.54,83.81,23266.1,12.48
3100302,13927,0.38,54.7,90.81,62.5,53.47,99.96,68.01,517.83,9.34,23.33,24.96,8.41,6375,18.99,0.52,81.56,19553.86,29.6
3100401,3909,-0.02,65.13,99.47,74.65,42.34,100,89.18,332.38,10.09,26.53,28.46,8.86,1667,18.99,0.48,81.56,16247.06,38.37
3100500,8943,-1.15,46.76,97.53,43.32,46.15,99.33,58.75,224.02,8.49,30.7,21.89,5.28,4154,16.67,0.48,83.47,17888.2,10.97
3100609,12589,-1.73,46.3,98.25,53.91,36.18,96.4,55.03,164.38,7.87,31.79,18.04,4.84,7207,21.74,0.5,79.4,14421.07,9.53
3100708,2108,0.34,75.06,99.39,73.24,74.57,100,89.66,970.5,8.5,4.39,18,9.01,1113,15.14,0.46,84.78,115725.51,4.28
3100807,4357,0.6,57.84,99.57,72.63,73.49,100,94.45,300.63,10.28,8.51,21.16,7.66,2083,16.6,0.45,83.53,20762.54,18.77
3100906,18448,-0.01,77.48,98.2,77.32,76.88,98.59,78.58,497.04,9.11,31.69,30.3,7.38,8827,20.38,0.57,80.45,14913.12,22.5
3101003,14037,0.82,70.28,99.67,88.15,39.83,98.09,81.55,152.38,7.72,33.19,20.02,6.68,4858,20.7,0.51,80.2,17329.28,11.17
3101102,25269,0.1,78.93,93.88,82.79,78.94,99.87,82.56,615.38,9.32,14.09,35.78,8.52,11748,20.49,0.53,80.37,25402.54,18.73
3101201,6233,0.1,50.68,98.79,47.24,40.95,99.64,87.63,547.77,9.14,11.7,23.97,7.9,3299,14.1,0.49,85.69,21608.49,9.59
3101300,2749,0.12,40.97,100,66.8,53.22,100,85.16,371.66,9.16,17.57,21.33,6.94,1375,17.95,0.42,82.41,17958.99,17.04
3101409,2952,0.11,69.07,99.9,70.43,70.92,100,95.07,564.51,8.79,3.02,22.67,5.82,1729,20.12,0.35,80.66,51065.05,50.89
3101508,30717,-0.93,93.36,91.4,95.24,69.04,99.77,97.78,806.54,9.2,9.22,40.33,11.49,16969,15.38,0.5,84.57,27422.83,60.2
3101607,78970,0.57,93.77,91.28,94.15,94.14,99.97,98.29,1252.71,10.39,5.53,44.07,15.14,38874,17.05,0.51,83.16,43049.74,92.86
3101631,6931,1.1,66.35,96.02,75,69.44,99.96,96.31,350.37,9.01,16.92,31.38,5.73,2772,17.81,0.41,82.52,21364.59,52.98
3101706,40364,0.34,81.88,98.63,85.14,81.77,97.71,83.75,487.97,8.59,25.31,28.28,8.28,18404,21.27,0.53,79.76,15924.96,17.59
3101805,6903,-0.32,78.92,96.77,74.23,76.26,99.85,83.85,267.72,8.91,15.19,25.91,5.73,2872,18.86,0.45,81.67,12700.99,41.34
3101904,18300,-0.09,81.08,97.47,82,82.68,99.97,94.75,687.01,9.39,8.46,32.31,8.05,9484,14.93,0.47,84.97,26133.79,39.72
3102001,13915,0.12,72.92,99.53,76.12,75.81,99.91,88.88,416.31,9.9,12.4,24.41,5.94,7021,16.38,0.44,83.72,20357.31,38.44
3102050,5795,0.75,74.83,81.53,81.62,67.19,99.91,92.74,443.09,9.38,11.78,20.16,4.43,3093,16.88,0.45,83.3,16354.23,55.89
3102100,10891,-0.91,41.7,97.12,59.27,46.89,99.4,67.14,314.42,9.05,29.5,19.05,5.96,5183,18.38,0.46,82.06,16798.64,21.02
3102209,3975,-0.93,47.68,99.03,50,44.88,99.74,79.31,228.31,7.86,32.55,20.43,6.55,1555,21.92,0.52,79.26,14445.67,14.29
3102308,15059,-0.11,74.92,88.5,72.01,71.44,99.71,83.73,588.1,9.3,14.05,29.72,4.87,7029,19.04,0.46,81.53,22478.72,25.12
3102407,4159,1.34,40.89,99.85,47.29,37.92,97.66,67.42,349.45,7.58,48.29,18.33,3.63,1305,22.33,0.58,78.94,17990.28,11.12
3102506,4541,-0.75,52.29,98.16,65.12,56.8,99.81,78.53,505.1107892,8.96,21.97,25.66,6.96,2169,20.37,0.46,80.46,12045.13,33.34
3102605,40553,0.71,75.2,93.89,78.6,79.37,99.96,96.44,1061.69,9.82,2.51,32.72,10.07,21743,13.38,0.44,86.32,28386.06,86.39
3102704,9110,0.14,49.79,99.8,66.26,48.57,98.53,68.68,136.3,8.2,40.59,19.67,3.96,3581,25.32,0.52,76.72,13262.75,13.1
3102803,11927,-0.17,80.59,96.22,83.35,81.36,99.93,85.61,524.33,9.82,14.75,31.46,8.7,5697,19.56,0.51,81.1,23950.85,11.86
3102852,7718,-0.3,50.43,99.85,65.98,58.46,98.89,62.45,181.05,8.49,34.97,17.28,3.78,4143,27.34,0.53,75.29,16818.81,41.67
3102902,11095,-0.01,70.42,98.92,77.58,64.72,99.68,87.38,546.74,8.84,16.85,32.67,7.46,4993,17.3,0.47,82.94,21088.32,20.94
3103009,9219,-0.31,48.84,98.01,51.56,42.18,99.78,76.57,328.11,9.86,22.14,23.69,4.87,3626,16.22,0.48,83.86,96894.13,11.71
3103108,1538,-0.69,60.02,98.5,66.94,73.46,100,84.97,473.73,9.99,12.08,29.01,10.08,770,18.21,0.47,82.2,18117.22,18.35
3103207,2181,-0.23,79.49,100,86.2,69.85,99.76,90.44,345.11,10.54,11.04,32.06,10.25,1063,21.07,0.42,79.91,25422.8,11.63
3103306,2049,-0.04,79.74,95.78,81.97,83.14,100,87.35,350.14,8.55,23.13,32.43,9.01,767,18.98,0.42,81.57,15253.67,19.22
3103405,34297,-0.41,65.07,98.02,78.52,54.74,96.55,75.95,432.79,9.59,29.55,30.4,6.8,15522,19.17,0.57,81.42,14163.67,15.34
3103504,117808,0.59,93.43,95.69,92.48,91.82,99.95,96.23,1251.34,10.02,4.22,44.52,12.43,58090,13.7,0.47,85.59,49322.18,43.16
3103603,2915,0.27,93.27,97.21,91.55,88.76,99.91,95.86,443.67,8.79,18.11,34.32,10.88,1060,17.74,0.42,82.58,31861.03,32.6
3103702,8048,-0.11,37.3,94.2,44.79,37.6,99.9,72.15,200.96,7.86,24.49,11.2,4.04,4162,26.8,0.44,75.67,14443.79,26.49
3103751,8479,2.72,96,98.05,94.93,94.3,100,97.64,886.84,8.74,7.81,38.74,9.88,2845,20.1,0.41,80.68,185156.76,28.81
3103801,2631,-0.44,75.24,99.71,79.33,78.09,99.9,82.97,686.81,10.68,3.03,28.51,7.77,1468,14.03,0.45,85.75,60936.37,15.13
3103900,9199,1.29,86.41,88.55,86.05,83.24,99.94,95.95,458.78,8.98,1.36,23.48,6.47,4706,15.64,0.36,84.35,49809.64,37.47
3104007,111691,1.48,98.52,93.22,96.46,97.27,99.92,98.93,1688.68,9.59,2.91,50.66,15.07,51271,15.28,0.48,84.66,82570.25,95.95
3104106,9177,-0.3,86.01,99.67,90.05,88.27,100,98.34,521.73,9,2.94,32.43,8.25,5002,20.42,0.38,80.42,31547.24,56.34
3104205,41416,1.04,92.8,92.98,95.66,93.44,99.97,98.21,1116.39,9.95,4.34,43.58,10.27,19171,13.79,0.43,85.97,57713.61,81.23
3104304,13881,0.09,83.93,98.37,86.97,87.42,99.96,97.04,668.98,9.32,5.64,34.7,9.7,7050,16.37,0.45,83.73,20234.71,49.03
3104403,2688,-0.63,75.56,98.62,73.81,78.75,99.8,87.94,328.52,9.34,10.15,28.6,6.84,1372,19.67,0.39,81.02,14954.09,16.87
3104452,4719,-0.09,35.53,99.4,59.49,52.09,95.58,52.15,136.7,7.11,41.35,14.46,5.21,2297,23.22,0.5,78.27,12645.43,19.39
3104502,17272,-0.19,61.41,98.25,69.28,46.74,98.41,70.48,387.68,8.73,35.37,32.8,8.87,7902,19.9,0.55,80.84,17849.84,3.27
3104601,14138,0.67,91.06,95.13,89.99,86.19,99.92,91.89,471.4,9.37,6.34,26.99,6.93,6667,15.27,0.39,84.67,20339.56,88.98
3104700,13736,-0.42,49.8,99.25,59.2,50.71,97.96,60.45,286.79,8.49,32.26,20.87,5.16,6361,20.11,0.48,80.67,15926.39,7.48
3104809,4538,-0.74,58.95,99.3,62.62,8.26,99.47,79.2,251.18,10.82,15.61,28.41,3.62,2384,19.86,0.42,80.87,18423.57,3.62
3104908,18366,0.03,72.36,97.11,79.95,79.49,99.87,86.67,541.49,9.55,15.28,31.66,8.27,8733,17.89,0.49,82.46,19795.44,24.47
3105004,7492,-0.45,64.03,98.06,80.31,55.74,99.49,84.33,370.01,8.24,15.92,33.8,8.03,3675,23.24,0.46,78.26,25871.06,13.47
3105103,23546,0.29,85,96.04,87.98,87.87,99.84,93.05,845.35,9.23,4.27,37.52,9.87,12199,14.15,0.49,85.65,32549.38,16.17
3105202,4741,-0.42,47.66,99.54,64.77,63.06,97.66,64.77,153.94,8.56,32.77,19.65,6,2019,20.37,0.46,80.47,12476.94,9.8
3105301,5943,0.9,91.23,96.37,90.14,86.16,100,99.46,474.33,9.09,3.98,27.28,4.88,3116,21.34,0.34,79.71,14907.61,125.74
3105400,30778,0.72,90.66,95.19,90.26,85.79,99.83,97.7,952.71,9.84,10.31,44.41,10.56,13350,15.33,0.42,84.61,73393.52,90.49
3105509,4964,-1.17,71.98,98.31,80.06,79.96,99.84,90.66,505.1107892,9.1,19.8,28.73,7.71,2050,18.48,0.45,81.97,11883.74,25.03
3105608,125317,-0.06,91.51,83.24,88.21,88.66,99.91,96.28,1222.97,9.87,9.07,49.78,16.16,58948,12.32,0.58,86.19,25335.18,165.07
3105707,5666,-0.67,37.65,98.61,55.97,37.58,99.95,79.38,385.33,8.7,25.4,23.73,5.09,2676,18.99,0.48,81.56,16702.85,14.77
3105905,20080,0.2,96.84,93.22,97.49,93.16,99.84,98.81,599.61,9.66,12.8,46.39,12.17,9098,14.72,0.48,85.14,29022.49,244.67
3106002,10167,0.13,93.74,95.83,90.07,77.44,99.89,96.58,517.93,9.48,11.52,35.34,7.17,4479,22.2,0.4,79.04,55337.41,93.15
3106101,3244,-0.4,32.3,94.36,60.72,42.02,100,90.95,305.92,10.04,11.75,25.22,7.42,1602,18.18,0.45,82.22,17992.57,8.25
3106200,2315560,-0.21,100,57.63,99.33,97.23,99.89,99.48,2952.25,9.87,3.8,60.05,24.48,1328728,15.15,0.6,84.33,41818.32,6988.18
3106309,23928,0.19,84.12,94.03,72.28,82.55,99.95,93.02,414.13,9.21,11.45,34.86,7.72,10686,20.11,0.42,80.67,77527.64,71.45
3106408,8627,1.13,43.72,95.13,51.51,40.17,99.82,85.39,679.33,9.8,12.59,27.27,6.27,3248,19.94,0.46,80.8,36243.16,23.58
3106507,9826,-1.85,31.61,99.44,53.46,39.51,96.53,53.43,184.07,9.4,30.18,25.69,5.39,5064,19.74,0.45,80.96,9551.5,16.74
3106606,4451,-0.09,60.72,98.67,74.32,62.91,91.79,65.91,140.39,7.82,38.66,16.89,4.6,1920,21.71,0.54,79.42,11671.08,10.4
3106655,4201,-0.33,56.86,99.57,83.41,17.96,98.71,82.69,134.83,9.52,30.4,29.1,5.26,1876,27.23,0.41,75.36,12734.93,8.6
3106705,411846,0.69,99.27,82.27,98.37,91.12,99.92,99.47,720.12,9.49,7.04,45.19,7.59,202273,14.74,0.47,85.12,73624.78,1197.01
3106804,3361,-1,39.52,95.37,53.49,25.41,99.22,78.9,167.78,10.06,20.88,19.71,3.52,2023,22.12,0.41,79.1,12668.63,11.85
3106903,13978,0.2,94.9,82.28,93.85,87.57,99.95,96.8,966.7,9.19,8.48,43.63,12.74,5835,16.12,0.53,83.94,18998.7,99.78
3107000,2383,-0.82,62.32,99.61,73.22,3.41,99.81,76.53,517.89,9.61,6.97,30.04,4.97,1157,15.43,0.41,84.53,25978.67,5.19
3107109,39848,0.28,83.58,95.81,87.61,89.51,99.96,94.12,995.66,8.46,8.43,30.56,10.92,18833,15.63,0.47,84.36,26261.54,46.3
3107208,5348,0.55,47.85,99.46,42.24,30.3,99.64,86.16,320.05,8.77,8.99,21.92,5.6,2696,16.32,0.42,83.77,15766.67,10.62
3107307,48032,0.28,78.45,91.93,83.42,79.83,99.47,85.4,446.67,9.78,20.13,39.17,8.5,22816,19.13,0.51,81.45,24252.97,14.98
3107406,51737,1.05,94.17,91.35,93.72,92.42,99.93,95.05,1224.8,9.14,2.96,40,13.59,24882,15.02,0.49,84.89,35269,42.63
3107505,6783,0.35,85.77,91.94,88.88,81.53,99.81,95,531.22,9.58,15.48,33.91,7.86,2937,19.04,0.46,81.52,19828.35,16.46
3107604,4474,1.18,72.68,99.09,73.11,72.26,99.88,93.8,635.1,9.53,5.13,32.3,6.9,2164,14.88,0.42,85.01,45924.06,21.47
3107703,5631,0.21,45.82,97.82,54.26,52.03,99.95,87.28,308.68,9.31,15.74,27.1,6.16,2725,17.81,0.45,82.53,25935.64,28.79
3107802,14536,-0.46,65.24,93.17,67.43,62.03,99.84,72.37,225.21,8.98,27.07,21.76,5.14,5893,21.6,0.49,79.5,11568.99,24.54
3107901,12649,1.6,54.31,97.23,57.58,59.75,99.84,94.75,351.96,8.72,18.46,22.79,6.22,5601,19.2,0.46,81.4,15221.01,55.03
3108008,17151,-0.04,82.32,97.77,89.52,85.32,99.89,95.11,568.14,9.59,9.78,33.16,7.63,8098,20.65,0.49,80.25,25271.28,24.33
3108107,7434,0.72,48.87,97.18,67.03,45.51,99.84,83.2,538.41,8.24,14.37,19.49,5.37,2971,17.81,0.49,82.53,19772.69,24.63
3108206,5528,-0.49,70.54,99.24,71.06,68.48,99.24,76.6,403.92,9.46,14.32,36.48,8.74,2603,22.17,0.47,79.07,84995.13,2.99
3108255,10204,0.42,22.84,99.54,51.23,0.49,81.98,37.55,93.24,8.67,56.14,16.88,6.5,3778,24.61,0.57,77.25,8784.49,2.59
3108305,17404,0.14,80.14,96.32,77.77,81.93,99.92,95.17,481.65,9.57,6.2,34.07,9.91,8968,14.6,0.46,85.25,18923.96,57.8
3108404,14828,-0.05,76.18,96.02,77.79,74.22,99.95,95.08,768.39,9.76,6.41,24.14,7.07,8011,14.36,0.47,85.47,21834.65,44.38
3108503,5790,-0.96,53.41,99.14,62.56,26.27,93.53,57.96,161.96,8.78,39.74,21.52,4.11,2776,23.81,0.46,77.83,12103.05,3.69
3108552,15020,0.45,86.97,98.67,88.49,41.79,99.79,90.39,445.05,8.09,13.4,28.87,4.86,6876,16.32,0.44,83.77,24489.37,5.98
3108602,32025,0.21,66.24,97.14,59.3,54.54,97.29,68.25,349.88,9.53,31.11,31.71,9.07,14255,20.1,0.54,80.68,11627.4,22.88
3108701,4260,-0.7,47.94,98.35,56.61,50.43,99.82,77.6,219.4,9.65,34.92,24.11,7.07,1763,21.55,0.44,79.54,11758.46,19.07
3108800,4441,-1.03,31.67,97.69,42.33,38.4,99.69,49.31,234.75,9.1,24,19.23,6.27,2184,21.43,0.55,79.64,44982.9,11.74
3108909,14246,-0.24,53.82,97.1,64.8,59.36,99.89,97.28,545.03,9.12,12.16,29.82,8.26,7213,17.03,0.54,83.17,13786.69,38.74
3109006,38915,1.14,84.31,90.21,78.82,52.34,99.91,98.29,2086.77,9.63,5.83,39.11,13.01,17934,15.46,0.57,84.51,112233.99,60.86
3109105,10911,0.01,52.09,98.81,52.1,51.62,99.83,94.52,518.23,9.27,11.87,18.82,7.25,6100,16.26,0.44,83.82,21921.18,30.64
3109204,9150,-0.98,75.47,97.02,83.36,71.91,98.95,81.05,342.54,7.8,20.62,37.29,9.16,4955,22.14,0.49,79.09,17474.86,5.72
3109253,4041,0.3,38.35,97.22,47.43,57.51,99.72,83.24,215.28,10.13,23.44,18.44,3.3,1477,21.6,0.44,79.5,11937.36,25.02
3109303,24030,0.46,70.81,98.74,73,39.36,99.63,79.65,582.65,9.2,22.98,33.14,8.1,11174,19.9,0.57,80.84,46229.61,4.6
3109402,23910,-0.98,87.77,98.89,89.65,5.42,99.38,89.38,246.67,9.25,18.93,25.99,3.89,12608,25.73,0.41,76.43,26118.73,3.31
3109451,6627,0.22,82.09,99.58,80.51,0.96,99.65,87.28,464.72,8.87,17.77,23.24,5.51,3075,23.16,0.47,78.32,67955.62,6.41
3109501,11410,-1.59,55.18,97.36,64.1,64,99.98,96.29,753.19,8,9.08,22.49,6,7649,16.41,0.43,83.69,20665.25,30.99
3109600,3693,0.09,96.55,96.37,93.68,85.91,99.93,97.46,512.46,9.81,3.19,47.78,9.53,1928,17.8,0.43,82.54,14487.2,60.17
3109709,11883,0.62,64.02,95.25,69.33,68.52,99.91,94.31,587.21,10.02,11.66,35.12,8.29,5433,19.2,0.45,81.4,46258.02,39.06
3109808,2315,-0.66,88.82,98.73,87.77,91.81,99.65,91.23,652.17,10.01,2.63,40.82,13.55,1270,16.07,0.35,83.99,99124.77,11.4
3109907,11435,0.94,82.1,99.57,78.75,70.25,99.5,78.54,503.53,10.09,6.84,33.88,7.5,5282,16.59,0.42,83.55,26561.99,73.28
3110004,38776,-0.41,86.96,94.96,90.62,81.98,99.81,92.58,822.4,8.9,9.92,49.51,9.88,19113,16.75,0.46,83.41,23695.84,71.47
3110103,5304,0.55,52.7,92.33,50.96,47.28,100,89.15,232.8,7.56,13.88,22.37,5.57,2541,17.86,0.42,82.48,15876.73,49.82
3110202,4088,0.08,51.79,97.63,62.01,50.56,100,92.95,401.64,9.7,22.69,23.09,6.9,1742,21.1,0.43,79.89,24569.91,49.23
3110301,14217,0.35,56.77,98.64,58.44,48.24,99.86,86.67,641.73,8.36,7.58,20.88,6.4,7407,13.92,0.49,85.85,23127.61,19.98
3110400,2838,-0.88,46.23,96.57,63.14,58.67,99.71,74.1,306.16,9.91,20.08,33.18,6.27,1492,17.16,0.46,83.07,24964.43,12.73
3110509,26097,1.8,73.38,95.98,70.34,67.17,99.87,97.89,724.99,8.25,7.9,24.58,7.21,11530,17.44,0.5,82.83,45365.42,49.36
3110608,29536,0.91,84.41,92.9,84.97,83.01,99.89,98.97,823.32,10.12,4.57,40.62,9.53,14478,13.94,0.46,85.83,62049.99,120.77
3110707,12313,-0.19,82.98,97.45,87.8,70.2,99.83,92.06,641.24,9.44,11.54,33.67,8.55,6489,15.52,0.5,84.45,28950.98,49.98
3110806,2923,-1.64,74.38,98.9,84.9,87.2,99.91,85.36,334.83,8.37,21.86,28.01,8.64,1497,18.1,0.44,82.29,14298.98,6.61
3110905,15935,0.27,86.35,98.3,82.55,86.41,99.93,93.25,635.64,8.76,6.55,33.13,10.32,8252,16.22,0.5,83.86,26097.7,47.48
3111002,20696,0,52.98,96.8,60.89,60.94,99.95,86.73,635.2,8.32,7.91,22.55,6.28,12013,16.8,0.52,83.36,23104.32,35.82
3111101,18011,-0.58,74.69,99.26,77.22,79.14,99.82,84.81,948.16,8.01,7.1,28.78,9.55,9578,14.36,0.47,85.46,27169.11,4.93
3111150,3714,0.07,42.1,99.61,45.22,0.31,95.53,58.31,120.5,10.23,38.16,22.9,3.69,1702,21.71,0.48,79.42,10616.58,7.34
3111200,52277,0.12,94.34,95.45,95,95.42,99.92,98.41,717.09,9.23,6.73,29.78,9.58,26530,14.31,0.47,85.51,22905.64,98.97
3111309,11377,-0.07,87.65,97.5,84.66,85.4,99.58,89.67,459.51,9.38,8.82,30.97,9.87,5898,18.54,0.42,81.93,19843.07,41.31
3111408,8466,1.76,75.81,99.84,82.72,83.31,99.97,89.68,786.83,8.9,7.87,29.2,8.54,3634,14.58,0.52,85.4,84803.44,6.7
3111507,12979,-0.75,90.9,99.42,90.17,90.38,99.94,94.25,690.8,9.31,4.67,26.72,8.44,7618,15.08,0.4,84.84,27730.44,18.26
3111606,26105,-0.46,69.41,98.93,73.47,75.6,99.86,82.34,633.23,8.68,9.73,26.72,8.23,14565,19.17,0.44,81.42,24372.14,33.92
3111705,4715,0.16,40.17,96.01,45.16,36.52,100,91.37,283.13,10.35,24.03,22.31,4.83,2294,21.87,0.5,79.3,17088.06,26.96
3111804,10608,-0.62,89.57,99.95,88.82,91.72,99.95,94.92,786.51,9.62,4.83,30.8,7.3,6064,13.96,0.5,85.82,55343.4,12.57
3111903,5272,-0.49,72.79,98.35,82.54,76.67,99.95,96.19,309.44,10,11.39,25.51,9.29,2709,19.2,0.43,81.4,14348.74,24.78
3112000,14001,-0.35,69.93,99.3,78.22,76.23,99.89,82.97,421.01,8.85,7.86,26.87,7.38,7892,18.17,0.48,82.23,24926.08,19.43
3112059,3974,-0.45,59.09,98.56,55.08,49.1,98.77,67.27,165.32,8.98,22.78,26.37,5.45,1825,19.79,0.42,80.93,12406.75,28.01
3112109,5048,-0.26,38.51,92.01,44.17,39.9,100,86.02,352.29,7.47,19.79,17.88,4.38,2526,17.56,0.43,82.73,17866.83,38.62
3112208,4362,-0.72,44.84,97.78,66.41,36.71,99.88,81.34,291.37,9.04,24.64,22.72,5.44,2158,21.95,0.44,79.23,13534.64,39.27
3112307,39626,1.17,71.12,98.92,82.99,76.44,98.75,84.35,523.34,9.43,23.17,25.82,6.05,17430,18.91,0.52,81.62,23174.33,41.05
3112406,6562,-0.64,83.5,99.83,87.75,86.2,100,95.68,414.1,9.44,6.67,22.31,7.05,3577,16.31,0.42,83.78,30215.68,22.02
3112505,10663,1.54,91.09,95.75,93.33,34.21,99.94,97.92,580.48,9.4,7.03,35.76,4.53,4240,17.5,0.4,82.78,12467.57,111.85
3112604,14655,-0.35,93.54,99.44,93.72,96.99,99.89,96.39,867.99,9.63,7.19,31.82,9.63,7934,17.01,0.59,83.19,40910.84,23.61
3112653,4585,-0.59,72.55,99.05,76.88,76.94,99.89,81.18,182.9,8.1,24.92,19.45,5.21,2066,21.06,0.51,79.92,10939.49,16.43
3112703,14108,-0.06,81.09,99.28,73.08,53.6,99.08,82.62,215.89,9.54,33.63,33.95,6.7,5602,20.88,0.47,80.06,32591.49,14.52
3112802,10380,2,79.46,91.17,77.4,78.02,99.95,96.86,1005.65,10.22,3.88,27.21,7.13,4581,18.73,0.4,81.77,37783.2,19.89
3112901,8936,-0.09,41.85,92,48.24,48.79,99.94,81.71,229.07,9.47,36.32,20.79,5.04,4228,20.58,0.57,80.3,15427.23,47.61
3113008,19548,-1.11,32.18,98.95,49.22,41.09,95.62,55.1,98.05,8.53,44.85,15.81,5.85,9247,23.94,0.53,77.74,8814.85,15.73
3113107,2933,-0.95,35.77,100,70.58,43.36,99.81,62.27,263.02,10.08,32.43,27.55,4.43,1323,20.75,0.43,80.17,13169.27,18.34
3113206,23812,0.14,77.98,95.39,86.15,71.58,99.85,94.6,583.07,10.45,15.75,41.06,7.73,11099,19.16,0.48,81.43,29108.4,48.87
3113305,31240,-0.28,80.69,86.11,84.7,75.77,99.97,89.88,737.24,9.14,10.84,36.45,10.72,16787,17.5,0.48,82.78,19358.62,88.4
3113404,87360,0.21,82.68,69.69,79.37,77.66,99.92,88.91,765.89,8.95,14.04,35.93,11.57,38756,17.54,0.54,82.75,24518.79,69.42
3113503,8512,-0.6,73.66,99.03,87.34,81.54,99.53,86.93,327.72,9.5,21.33,25.94,5.49,4464,22.14,0.46,79.09,23419.5,5.85
3113602,6816,0.66,74.66,97.29,77.41,76.06,100,96.8,428.65,8.52,5.73,33.52,7.97,3038,18.9,0.41,81.64,25519.59,37.66
3113701,18615,-0.62,64.6,98.72,72.53,70.24,99.65,73.78,663.04,8.49,23.12,32.13,6.36,8119,18.66,0.53,81.83,25642.26,5.81
3113800,2605,0.53,53.6,97.36,74.51,47.36,97.8,80,280.9,9.2,20,32.78,7.99,1055,21.06,0.48,79.92,14958.01,10.05
3113909,11547,-0.21,75.75,97.13,78.9,77.96,99.95,87.53,538.82,8.11,9.56,24.57,5.98,6156,21.55,0.45,79.54,26379.28,22.81
3114006,11019,0.07,78.8,91.89,92.07,85.84,99.91,94.19,489.61,8.91,4.64,28.29,7.54,5477,17.11,0.4,83.11,23014.9,30.85
3114105,13797,0.03,74.1,94.94,79.4,77.18,99.83,89.08,556.06,9.08,14.55,30.12,8.72,6403,16.6,0.47,83.54,19322.94,42.81
3114204,23479,1.34,86.65,86.51,90.67,85.31,99.95,97.13,571.14,8.87,5.21,33.36,9.35,10740,15.83,0.43,84.18,27469.01,51.51
3114303,29011,-0.21,84.75,96.7,84.08,88.04,99.89,89.95,1090.02,8.85,6.65,31.23,8.95,14736,15.06,0.49,84.85,34945.92,22.18
3114402,20954,0.21,70.31,99.31,74.6,77.94,99.87,95.33,757.3,9.32,8.02,34.75,8.35,11025,16.08,0.52,83.98,32595.84,19.66
3114501,18003,0.46,69.34,87.6,79.99,76.81,99.89,91.73,594.96,8.73,7.67,25.46,5.44,9452,16.11,0.46,83.95,23365.28,45.01
3114550,9422,-0.04,73.65,99.81,74.83,76.96,99.84,88.67,963.64,8.89,4.3,36.18,11.23,5052,13.89,0.57,85.88,40332.68,4.57
3114600,4049,0.21,66.16,97.75,72.68,67.44,99.87,89.39,664.66,9.15,14.88,38.07,10.38,1863,13.55,0.54,86.18,43842.86,5.56
3114709,3341,0,73.6,96.89,75.61,75.45,100,96.4,471.12,10.04,7.69,33.09,8.06,1723,16.12,0.43,83.94,19752.88,41.2
3114808,4422,-0.25,53.49,99.53,64.09,47.95,99.82,80.47,335.96,9.43,19.9,25.73,5.09,2050,19.29,0.53,81.32,18141.26,15.67
3114907,2214,-0.11,50,98.56,70.2,53.07,100,81.96,410.58,8.14,17.97,29.84,6.36,886,18.95,0.38,81.6,30760.19,14.04
3115003,2712,-0.43,62.86,99.72,69.28,45.09,99.81,78.73,350.16,9.36,2.88,24.53,6.12,1584,16.57,0.49,83.56,25741.18,7.38
3115102,17155,-0.12,81.67,99.49,86.64,90.07,99.92,96.02,821.45,8.64,4.91,30.88,10.02,8659,17.44,0.47,82.83,24600.35,25.77
3115201,3560,-0.87,70.64,100,73.41,54.91,99.85,86.71,271.13,7.44,11.85,26.72,4.7,1800,19.85,0.49,80.88,17449.47,13.04
3115300,66261,-0.43,95.73,84.43,95.44,81.8,99.93,97.96,834.86,9.38,8.03,48.22,14.32,32154,14.98,0.5,84.92,21748.3,134.74
3115359,5473,1.02,87.49,99.65,89.08,86.52,99.65,95.37,790.12,9.76,7.73,39.41,6.8,2238,18.47,0.39,81.99,920833.97,22.8
