VAR_001,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_031,VAR_055
1100015,21494,-1.05,57.27,99.73,26.48,0.47,98.48,61.48,624.13,8.67,26.04,31.05,7.72,10611,25.49,0.58,83.18,32619.88,3.04
1100023,96833,0.58,84.7,89.22,54.34,1.99,99.72,90.42,895.1,9.18,11.54,39.76,9.29,45300,20.53,0.53,87.69,28878.27,21.88
1100031,5351,-1.37,42.66,99.8,39.3,1.58,99.85,61.06,442.79,10.09,21.2,30.24,6.25,2869,26.58,0.51,82.57,47051.83,4.07
1100049,86887,0.84,78.81,91.21,80.07,67.19,99.25,85.66,1215.87,9.74,13.08,37.67,10.29,40083,15.38,0.57,88.56,32313.26,22.91
1100056,15890,-0.58,84.67,98.79,49.48,57.99,99.91,87.04,850.33,10.22,13.7,34.1,8.53,8699,19.42,0.5,86.72,46185.81,5.71
1100064,15663,-1.42,73.46,98.8,70.81,2.62,99.77,77.25,943.83,10.4,15.76,34.39,10.24,8851,17.28,0.49,88.03,27923.92,10.79
1100072,7519,-1.29,29.49,99.58,20.99,0.7,98.31,47.89,417.42,9.82,24.02,20.08,6.19,4251,23.45,0.48,84.34,56257.46,2.46
1100080,12627,-0.66,54.81,99.62,19.35,0.05,95.27,63.57,270.99,9.22,30.48,23.87,5.93,6266,27.66,0.52,81.97,16446.15,2.53
1100098,29414,0.2,71.74,98.17,44.87,6.6,98.62,74.29,513.28,9.55,13.86,25.08,6.75,15107,16.47,0.52,88.54,23429.38,6.51
1100106,39387,-0.47,84.52,95.97,40.46,9.01,86.3,78.14,656.67,8.17,23.47,37.65,7.97,16920,15.92,0.54,88.88,22462.79,1.58
1100114,50591,-0.23,67.53,95.98,46.12,1.78,99.78,80.5,947.5,9.42,13.78,32.82,8.85,24774,15.63,0.49,89.07,34294.21,17.18
1100122,124333,0.54,89.92,93.1,59.95,7.57,99.44,93.17,1019.37,9.95,8.56,42.09,9.88,60324,17.43,0.53,87.67,32292.16,18.03
1100130,30707,-0.12,51.94,97.12,40.39,3.13,96.52,56.7,322.36,7.8,28.55,20.9,4.84,14955,26.79,0.55,82.45,21338.33,3.61
1100148,15679,-1.96,42.17,99.5,36.12,7,99.45,49.5,403.69,9.44,23.16,26.9,6.02,10188,25.49,0.56,83.18,26762.31,9.21
1100155,35044,-0.66,74.3,97.4,56.66,2.23,99.68,80.2,845.01,9.17,11.73,32.36,7.73,19251,17.49,0.48,87.9,27814.02,17.79
1100189,35079,0.3,86.98,94.93,76.36,9.44,99.49,85.77,1000.63,9.08,9.33,37.21,8.73,18348,18.88,0.54,87.05,44275.07,5.62
1100205,460434,0.6,91.18,77.29,36.72,22.99,98.73,91.9,1251.56,8.99,7.95,49.95,13.47,215855,16.6,0.56,88.56,36541.49,13.51
1100254,19327,-1.19,59.6,99.02,50.1,5.21,99.28,67.15,631.14,9.78,19.39,27.65,5.69,11553,20.54,0.53,86.05,30827.94,10.99
1100262,3471,0.38,32.09,98.56,9.92,1.28,97.76,43.6,348.79,9.03,28.5,32.14,5.45,1370,17.37,0.58,87.97,47991.2,2.02
1100288,56406,0.9,81.8,95.38,66.36,3.62,99.82,87.06,943.22,9.9,10.77,39.15,9.81,25383,18.13,0.53,87.51,28076.24,38.69
1100296,7419,-1.49,50.92,99.78,33.61,2.86,99.53,50.73,530.14,9.71,16.49,29.83,7.42,4521,17.47,0.49,87.92,35940.09,6.19
1100304,95832,1.93,94.77,93.12,92.88,4.91,99.81,94.78,1245.61,10.55,6.37,43.6,12.07,41211,18.16,0.5,87.59,40328.81,8.19
1100320,21635,-0.07,38.8,98.99,15.69,1.81,98.9,55.72,412.99,9.72,33.34,26.49,5.04,10257,22.27,0.62,85.03,39112.42,2.9
1100338,25444,1.01,57.96,98.26,9.27,0.82,94.83,49.22,325.76,7.7,28.2,18.5,4.37,10418,24.3,0.52,83.86,23076.28,2.53
1100346,13117,-2.07,52.36,99.11,52.87,42.52,99.07,60.39,566.19,9.78,23.63,27.63,7.39,7603,25.49,0.53,83.18,25539.82,4.33
1100379,11479,-0.91,28.53,99.8,19.8,0.62,98.34,44.82,218.37,9.46,33.84,19.42,4.3,6148,22.91,0.54,84.65,36454.01,2.9
1100403,16320,-0.41,47.87,97.97,8.8,0.14,99.36,54.23,222.49,7.61,18.03,19.25,3.34,9019,18.7,0.54,87.16,22929.34,6.15
1100452,27992,-1.21,55.96,97.41,15.76,0.45,99.34,69.58,323.36,8.3,20.83,23.25,4.66,16944,27.54,0.5,82.04,23549.74,8.57
1100502,7667,-2.38,16.92,99.93,27.2,0.32,99.64,46.07,379.76,8.8,32.25,24.56,5.76,4806,19.47,0.51,86.69,28492.53,9.09
1100601,4150,-2.66,36.07,99.6,13.96,32.97,98.99,47.07,387.89,9.44,22.02,22.21,5.41,2990,19.05,0.56,86.94,43655.88,2.12
1100700,8844,-2.95,26.62,99.54,19.02,0.26,97.78,32,264.83,7.86,31.24,16.2,4.09,5684,23.75,0.67,84.17,25667.21,2.57
1100809,22310,1.01,65.15,94.15,53.47,1.2,98.36,69.29,258.51,8.19,15.8,30.78,4.43,8824,16.55,0.47,88.49,23357.78,3.26
1100908,3233,-0.83,23.38,99.58,30.3,0,99.33,37.9,435.47,9.96,21.08,26.24,5.58,1771,18.88,0.5,87.05,34083.75,3.62
1100924,9324,0.97,44.13,98.16,61.7,0.87,97.29,66.72,374,9.53,16.12,22.29,5.19,4426,16.31,0.47,88.64,39880.28,1.82
1100940,14863,-0.54,69.65,98.77,10.72,0.12,96.79,63.42,213.12,8.01,19.56,18.69,2.79,7539,21.02,0.52,85.76,17967.64,3.85
1101005,8001,-2.25,22.46,99.17,2.01,0.03,98.3,33.91,270.91,9,27.2,17.49,4,4609,25.61,0.55,83.11,33566.66,1.58
1101104,8548,-0.02,60.96,96.67,7.77,0.55,98.28,69.9,244.36,9.16,17.61,23.58,4.62,4258,27.54,0.47,82.04,19413.13,2.09
1101203,6466,-3.85,29.69,99.58,28.24,5.58,99.54,48.76,276.81,8.95,26.14,22.27,6.05,4644,23.17,0.54,84.5,31484.85,8.1
1101302,9235,-2.08,54.25,99.2,26.34,7.78,98.43,57.41,310.49,9.76,24.22,19.12,5.06,5899,19.29,0.6,86.8,24566.5,7.75
1101401,11548,-1.64,52.44,97.37,33.91,0.17,98.65,47.83,317.7,9.65,20.75,20.72,6.55,6871,25.59,0.47,83.12,24129.89,5.98
1101435,6200,-1.57,20.57,99.64,17.76,0.9,97,31.08,218.25,8.7,27.74,16.74,3.32,4079,27.27,0.47,82.19,23060.8,7.68
1101450,4125,-1.27,36.88,99.66,30.36,4.12,94.13,39.27,161.96,8.96,25.68,22.09,6.72,2069,19.28,0.52,86.81,24597.92,1.62
1101468,2156,-0.59,55.81,99.46,47.57,5.27,99.59,62.57,408.42,9.52,18.52,33.36,7.95,1080,16.86,0.49,88.29,115753.94,0.36
1101476,3076,-1.13,36.44,99.82,58.69,0.26,99.74,65.93,500.96,9.65,25.19,22.24,4.09,1476,19.42,0.52,86.72,39684.71,5.08
1101484,5258,-1.12,23.99,99.54,32.42,0,99.54,42.46,422.17,10.57,23.32,29.55,7.32,2814,22.52,0.47,84.88,26335.31,9.71
1101492,16286,0.13,51.31,97.98,4.83,0.26,98.31,60.98,338.45,9.44,24.53,21.75,5.78,8271,27.66,0.56,81.97,23143.16,1.49
1101500,11171,-0.33,37.81,98.66,21.39,14.53,97.47,49,322.48,8.97,29.55,14.21,3.23,6215,22.59,0.63,84.84,28109.66,2.96
1101559,4256,-1.15,35.11,99.81,10.3,0.32,99.62,50.82,407.75,9.2,17.73,20.98,4.35,2539,16.6,0.43,88.45,29158.81,9.25
1101609,8113,-2.24,18.57,99.6,11.91,0.23,98.77,36.08,236.76,8.14,32.94,12.56,5.15,5423,26.56,0.57,82.58,24876.86,3.69
1101708,10725,-1.57,39.59,99.62,30.86,3.59,99.77,52.25,350.43,8.92,26.03,19.3,4.28,6402,23.83,0.51,84.12,24682,12.89
1101757,7788,-1.54,34.02,99.46,11.57,0.07,98.64,46,209.86,8.4,32.09,20.23,5.36,4549,26.68,0.57,82.51,19106.79,2.48
1101807,6479,-1.95,27.72,99.84,0,0.04,99.63,44.93,435.52,9.28,30.25,25.34,5,3121,20.57,0.59,86.03,28605.27,6.71
1200013,14021,0.94,47.18,98.25,27.15,0.85,94.13,55.46,228.83,7.35,36.56,26.9,5.87,5108,19.82,0.54,87.36,25362.56,7.74
1200054,8100,2.43,60.94,95.55,56.55,6.6,79.97,62.98,308.94,7.08,44.09,34,6.83,2151,26.27,0.61,83.81,17507.67,1.63
1200104,26000,1.64,66.63,95.57,61.3,33.49,87.39,66.99,416.79,7.42,35.22,27.5,6.86,8582,26.2,0.58,83.85,25278.78,6.62
1200138,12917,3.58,43.6,98.71,40.21,3.74,83.78,47.7,255.64,8.59,37.61,21.99,5.52,3353,25.88,0.58,84.02,28455.38,4.26
1200179,10392,1.4,44.66,98.53,39.13,1.12,86.42,44.15,157.02,7.47,35,17.91,4.2,4038,22.09,0.56,86.08,41722.55,6.09
1200203,91888,1.32,70.47,95.52,66.58,8.59,80.04,82.98,523.11,9.13,34.51,38.15,9.5,30372,25.06,0.64,84.46,22934.82,10.46
1200252,18757,1.82,70.32,93.72,61.94,4.66,85.21,70.96,450.36,8.85,29.44,33.44,8.63,6585,26.05,0.6,83.93,33960.77,11.35
1200302,35426,0.74,51.33,98.13,17.29,3.4,63.5,54.91,208.62,7.03,54.93,26.12,6.13,11048,35.88,0.68,78.96,16207.64,1.27
1200328,9222,2.86,34.54,95.81,46.28,3.44,49.13,47.73,84.94,5.73,69.69,22.09,4.3,1808,34.15,0.71,79.8,13209.92,1.72
1200336,19294,2,57.54,99.67,59.65,1.29,69.94,65.34,228.89,9.49,45.68,36.04,5.76,5121,26.35,0.61,83.77,13704.87,3.54
1200344,11996,3.45,66.13,95.37,49.85,15.45,61.6,52.75,183.66,5.88,38.12,25.11,5.4,2985,26.74,0.59,83.56,19060.27,1.13
1200351,17093,1.54,27.9,99.7,37.1,1.71,41.47,41.89,88.15,7.52,63.82,14.11,2.78,5281,35.15,0.59,79.31,13020.98,2.09
1200385,16560,-0.32,60.33,97.98,40.78,5.85,90.83,63.54,282.98,8.72,36.79,34,6.92,5940,23.36,0.55,85.38,29854.1,8.48
1200393,10735,1.32,36.21,98.74,51.97,5.17,53.66,50.36,89.53,7.79,53.25,20.39,1.73,3486,35.04,0.61,79.37,12845.86,1.67
1200401,364756,0.69,91.82,85.59,58.99,68.19,95.87,94.66,1063.89,9.72,14.38,49.47,14.97,154892,21.37,0.59,86.48,26119.02,41.28
1200427,14938,0.31,29.99,98.93,58.14,1.93,70.96,55.09,112.18,8.51,60.87,19.2,4.12,4786,32.9,0.63,80.41,12933.1,4.86
1200435,6723,3.04,40.33,74.55,47.54,4.24,54.46,47.92,143.17,4.72,73.4,35.15,4.03,1258,24.26,0.78,84.89,15747.15,1.09
1200450,21454,0.51,62.95,96.61,29.74,0.59,92.73,68.04,403.09,8.79,23.3,29.25,6.99,8328,23.36,0.55,85.38,33253.93,9.25
1200500,41343,0.7,66.03,96.67,41.21,17.24,80.8,63.4,269.18,7.56,37.59,32.43,4.52,15967,19.48,0.54,87.55,15860.21,1.74
1200609,43467,1.68,54.37,97.52,39.14,2.53,69.8,59.51,260.49,7.19,54.76,21.12,4.41,12018,36.4,0.65,78.72,16279.09,2.16
1200708,18243,1.05,64.2,97.42,47.22,21.38,80.72,58.87,356.94,7.66,33.64,27.41,6.48,6903,25.69,0.58,84.12,22902.48,3.41
1200807,16693,0.96,13.32,99.3,17.55,1.4,80.29,54.97,160.48,8.35,41.47,23.53,3.66,4640,26.14,0.6,83.88,24623.3,6.41
1300029,15866,1,55.98,99.53,63.57,3.88,64.39,58.59,98.66,5.96,60.76,17.92,3.25,3768,22.28,0.58,84.77,13255.22,2.68
1300060,10819,1.12,52.39,99.49,66.23,1.86,57.75,49.49,122.46,7.18,62.64,22.81,5.88,2420,23.22,0.64,84.22,9960.76,2.28
1300086,9962,-0.21,40.87,99.53,43.74,3.32,89.34,61.44,90.16,8.65,51.08,33.46,5.56,4216,28.89,0.58,81.01,9697.69,4.07
1300102,17194,0.44,61.29,99.2,66.8,3.95,97.01,68.27,95.85,7.27,52.29,20.76,4.97,6679,25.97,0.6,82.64,11324.94,2.85
1300144,20647,1.15,58.84,98.34,30.68,1.04,95.16,53.07,191.28,8.74,26.84,24.28,4.95,8195,23.41,0.56,84.11,13096.89,0.38
1300201,15314,0.09,45.49,89.71,43.63,1.95,47.73,46.43,125.01,4.63,63.67,14.29,3.28,5628,30.62,0.65,80.07,8862.72,0.2
1300300,41564,2.17,43.23,97.99,25.46,7.26,79.94,49.65,111.24,8.11,51.58,22.23,4.76,11997,19.07,0.59,86.71,12348.26,5.43
1300409,18834,-2.56,43.38,82.34,54.97,9.76,67.6,63.98,129.3,4.34,60.97,25.99,6.87,7366,31.5,0.74,79.6,8844.22,0.15
1300508,31051,1.06,45.4,97.8,60.93,3.13,71.14,35.3,111.45,8.21,68.75,23.5,3.86,9789,22.97,0.6,84.37,10476.91,5.4
1300607,37648,1,60.27,98.42,62.44,2.7,69.88,61.11,142.18,8.79,52.87,25.67,4.08,12587,24.87,0.56,83.26,8664.03,4.32
1300631,20718,2.46,50.23,99.06,53.56,2.9,72.3,44.05,105.37,6.83,64.14,18.88,2.97,5185,30.96,0.65,79.88,10333.67,1.19
1300680,23785,3.93,50.4,98.3,56.6,4.01,66.28,50.7,98.13,7.83,61.77,22.72,3.69,5349,27.26,0.59,81.91,9102.4,9.19
1300706,35447,1.22,63.16,98.31,46.41,7.49,61.53,40.45,299.69,7.53,49.75,27.36,8.87,10947,22.57,0.63,84.6,14668.9,1.62
1300805,33080,-0.46,41.29,98.36,61.34,1.48,81.54,63.01,101.1,7.92,56.26,21.21,3.65,13479,22.73,0.64,84.51,9500.35,0.75
1300839,13469,1.72,46.83,99.33,30.47,0.47,80.59,60.16,108.54,7.77,50.44,29.47,5.24,3615,22.85,0.58,84.44,13194.94,1.42
1300904,16869,1.75,52.46,99.43,50.44,4.33,81.09,48.73,87.31,6.86,57.35,16.86,3.58,4967,26.92,0.61,82.1,9656.23,0.5
1301001,28742,0.91,76.6,99.45,73.91,15.3,75.86,70.74,163.18,7.22,48.31,22.85,6.08,9730,28.23,0.54,81.37,12906.32,1.11
1301100,30792,-0.51,28.83,98.21,42.85,6.13,81.6,52.49,111.64,7.91,60.88,24.15,4.88,9175,22.1,0.66,84.88,10180.17,5.05
1301159,19637,-1.63,4.18,99.67,19.26,0.71,78.7,21.99,63.13,7.62,54.97,22,4.52,8480,22.1,0.57,84.88,13140.09,7.47
1301209,70616,-0.61,65.36,96.19,18.44,33.28,81.7,75.52,168.71,7.65,40.38,28.6,6.74,29216,20.96,0.64,84.79,38982.37,1.22
1301308,23549,0.12,68.11,98.33,57.82,36.51,86.72,73.47,111.72,7.94,54.32,26.2,4.7,8442,22.85,0.61,84.44,17917.73,1.26
1301407,33170,0.66,72.28,97.38,40.84,0.54,58.72,58.2,164.27,7.73,55.41,27.18,6.46,12350,26.1,0.62,82.56,15726.02,2.22
1301506,17186,0.42,64.59,99.81,16.77,0.91,51.37,75.17,93.39,6.33,57.67,26.34,7.22,5254,31.7,0.64,79.49,10387.83,2.29
1301605,25871,1.05,66.24,99.27,70.89,1.48,63.8,58.52,182.03,7.37,59.94,18.64,3.51,8207,33.44,0.62,78.58,13576.3,2.13
1301654,13815,-0.1,53.15,99.7,37.64,2.99,52.56,65.11,75.94,6.97,67.87,23.87,6.58,3496,25.1,0.74,83.13,10313.51,1.82
1301704,57473,2.21,68.96,92.62,73.64,11.54,86.17,71.37,359.8,7.53,41.89,33.35,8.58,15817,20.2,0.66,86.02,15039.21,1.74
1301803,24311,0.74,42.68,99.17,63.3,2.58,39.24,51.91,52.01,5.51,68.07,16.25,3.47,6651,23.33,0.58,84.16,6945.94,2.01
1301852,61163,3.44,71.06,94.22,50.63,4.23,93.68,81.6,219.46,8.12,34.86,26.68,4.99,15488,19.01,0.56,86.75,20150.9,27.59
1301902,103598,1.48,66.97,95.81,70.41,8.17,92.25,73.88,285.27,8.76,36.6,34.41,6.96,34999,16.39,0.59,87.71,22590.61,11.65
1301951,10937,2.6,55.64,98.46,36.18,0.99,43.98,55.47,138.69,5.84,74.2,13.23,6.49,1875,23.33,0.8,84.16,17438.6,0.43
1302009,10162,1.79,78.57,98.81,65.56,8.73,86.03,79.99,198.58,8.16,49.37,39.61,7.89,3125,20.03,0.67,86.13,16377.7,2.34
1302108,8858,1.6,45.02,98.56,58.85,1.96,68.13,46.51,515.82,6.09,52.07,14.66,4.62,2602,27.72,0.59,81.65,48893.98,0.16
1302207,10742,-0.05,52.64,99.64,61.72,22.62,81.61,50.45,91.04,6.02,56.2,16.25,2.61,4485,36.64,0.6,76.94,8910.85,0.55
1302306,25172,2.84,58.65,98.02,72.09,1.28,68.46,57.03,160.2,6.37,62.09,15.58,4.32,6621,24.44,0.69,83.51,19787.31,0.36
1302405,45448,1.57,64.21,98.32,14.63,28.71,72.31,61.27,148.85,7.01,52.41,19.84,4.33,15525,28.45,0.59,81.25,13111.01,0.67
1302504,101883,1.51,70.68,91.1,52.41,13.17,91.15,71.06,237.12,8.63,35.47,27.55,3.99,34354,18.45,0.56,86.19,15506.76,13.89
1302553,17107,-2.37,30.97,98.57,38.88,1.53,86.86,40.98,58.8,8.15,50.5,19.26,2.99,8195,27.62,0.57,81.7,9162.03,4.31
1302603,2063689,1.14,99.49,77.63,76.24,50.6,99.09,97.34,1012.45,9.51,12.9,56.21,12.46,849048,15.2,0.61,89.15,45782.75,181.01
1302702,53914,1.15,43.28,98.2,45.67,1.22,72.4,55.67,139.1,8.2,47.59,23.34,5.13,18604,27.77,0.6,81.62,11955.04,1.12
1302801,15529,-1,49.94,99.5,50.35,7.41,67.89,47.1,78.55,6.02,70.9,16.57,3.43,5411,24.87,0.69,83.26,9630.41,0.92
1302900,61204,1.33,49.45,97.14,54.52,17.73,65.5,49.27,123.62,9.26,54.17,24.65,6.52,19813,18.93,0.64,86.8,9005.98,1.53
1303007,20136,0.81,38.35,98.58,63.5,4.6,76.17,39.02,110.79,8.85,62.76,24.14,4.6,6195,22.16,0.65,84.84,9535.02,1.43
1303106,27062,-1.04,44.39,97.92,52.95,6.27,79.41,62.9,80.23,6.99,58.68,21.91,4.3,13246,21.96,0.63,84.96,8836.21,4.85
1303205,15761,0.57,64.52,93.93,69.27,10.18,80.02,75.49,151.32,7.37,47.65,28.06,7.68,5480,22.68,0.59,84.54,9146.03,0.42
1303304,23818,0.88,65.61,98.96,39.52,14.9,72.71,64.62,89.43,7.58,51.32,25.46,4.17,8813,25.66,0.57,82.81,9545.89,0.58
1303403,96372,-0.47,68.5,96.12,82.57,10,86.85,72.15,257.29,9.45,42.12,40.29,8.98,38916,18.93,0.59,86.8,12255.21,16.18
1303502,19373,0.54,51,99.49,1.01,5.68,53.48,45.3,124,4.72,65.4,20.58,3.76,6761,32.32,0.72,79.16,10172.38,0.47
1303536,30668,1.01,47.84,90.49,56.92,31.26,92.47,73.31,302.92,8.46,25.21,34.84,5.9,12112,18.6,0.52,87.01,27087.68,1.2
1303569,24936,-0.26,47.46,97.3,47,8.48,92.69,55.83,127.03,8.49,35.59,26.71,2.93,11662,21.13,0.55,85.46,11680.8,4.29
1303601,14164,-2.04,37.78,84.56,43.36,3.91,53.83,53.14,54.91,4.8,70.85,25.65,5.33,4951,29.81,0.72,80.5,6994.54,0.23
1303700,28211,1.19,52.89,98.91,18.47,1.68,53.8,45.27,124.57,6.49,73.16,17.83,2.8,7070,25.65,0.67,82.81,11360.72,2.28
1303809,51795,2.64,50.28,92.78,23.78,3.32,50.23,53.73,297.98,7.5,56.81,33.77,6.39,11031,20.7,0.8,84.36,8995.21,0.47
1303908,32967,0.4,45.39,99.18,42.9,5.44,53.34,36.34,108.97,6.73,66.11,17.39,2.31,12579,22.07,0.64,84.9,8182.07,1.68
1303957,11670,0.72,55.15,96.66,80.83,0.75,84.73,79.96,101.29,8.01,46.65,25.71,2.76,4428,29.35,0.58,80.75,9307.06,1.1
1304005,11559,2.65,47.71,99.58,54.73,4.11,80.25,45.81,172.16,9.54,51.94,30.95,8.16,3118,20.2,0.56,86.02,18843.97,3.1
1304062,66764,2.06,69.55,88.45,45.93,10.67,77.32,74.13,307.02,8.26,46.19,36.8,7.41,19215,23.88,0.65,83.83,11065.89,20.48
1304104,19599,0.66,55.66,98.79,53.59,5.59,72.79,66.19,127.04,6.35,58.07,16.99,4.04,8189,39.06,0.6,75.73,14218.05,0.23
1304203,73669,1.52,81.48,91.52,72.26,13.97,82.13,81.01,363.23,8.49,34.38,34.02,9.5,22249,18.74,0.62,86.92,18538.27,3.11
1304237,19247,1,52.1,99.53,20.5,5.03,60.83,50.59,95.85,7.3,49.59,22.47,5.86,5678,22.14,0.54,84.86,9738.96,2.99
1304260,14431,1.63,57.14,99.15,68.79,1.77,73.24,60.22,104.7,6.94,55.68,16.59,2.77,5018,32.38,0.61,79.13,16562.54,1.4
1304302,18631,0.72,57.83,99.07,75.44,0.82,89.58,72.87,182.41,8.87,49.07,33.9,4.64,6186,26.44,0.6,82.37,12847.86,0.67
1304401,23945,2.48,58.57,99.33,65.47,3.13,83.76,67.63,97.87,8.28,49.82,25.47,3.44,6999,22.73,0.58,84.51,9654.77,8.3
1400027,13927,3.4,13.07,90.22,47.93,6.24,58.18,38.02,81.08,4.72,75.51,29.15,2.94,1904,16.32,0.75,88.25,17758.73,0.49
1400050,21096,2.1,29.06,76.78,38.68,9.78,58.95,31.32,241.64,5.66,61.63,21.28,4.12,5927,16.61,0.73,88.07,25280.78,0.83
1400100,413486,3.17,97.71,77.7,93.72,61.29,98.99,96.24,1101.1,9.5,13.61,59.18,14.75,136734,16.16,0.58,88.36,30906.19,72.71
1400159,13923,2.03,33.91,97.83,60.23,6.15,72.36,43.91,180.86,8.2,54.19,26.47,6.1,4041,17.21,0.72,87.68,41131.03,1.72
1400175,18682,2.49,16.24,98.89,50.16,1.47,92.48,31.72,243.54,8.58,47.29,30.86,6.87,4553,17.99,0.66,87.18,18334.7,2.44
1400209,20957,1.09,59.3,96.09,62.13,34.68,89.62,52.97,274,8.07,35.46,34.44,6.5,7021,21.65,0.56,84.92,20026.4,0.44
1400233,10656,2.3,40.97,97.99,60.51,11.31,90.89,57.7,215,9.57,36.44,27.09,6.58,3522,19.77,0.55,86.07,22349.01,0.88
1400282,10023,1.19,46.9,92,53.47,31.76,83.62,44.75,111.82,7.45,47.85,24.94,5.03,3478,16.99,0.62,87.82,16497.32,0.72
1400308,18095,1.69,60.4,96.46,64.97,29.05,93.31,66.49,266.95,8.38,37.16,35.8,8.12,5205,16.58,0.71,88.08,21310.03,1.47
1400407,13986,3.8,25.85,91.91,59.36,0.44,46.49,26.85,180.05,7.52,64.43,35.64,5.71,2867,18.32,0.7,86.98,17232.37,2.01
1400456,19305,5.26,43.27,86.1,71.37,6.39,67.28,52.65,188.57,8.52,51.71,39.63,6.31,3649,20.27,0.74,85.76,16366.22,2.41
1400472,32647,2.5,43.96,92.59,48.25,4.39,91.75,57.65,300.91,7.54,42.66,25.92,6.73,10385,18.8,0.57,86.67,23333.09,0.97
1400506,8858,2.27,70.25,98.12,64.46,4.92,94.78,67.23,261.34,8.88,31.23,33.54,7.26,3150,21.53,0.53,85,38597.28,2.07
1400605,7315,0.67,66,96.73,69.2,4.42,95.31,69.07,258.96,8.18,33.52,36.73,9.65,2222,20.27,0.55,85.76,21740.96,4.79
1400704,13751,4.22,13.59,98.38,54.3,0.21,44.04,13.6,62.52,4.73,78.59,8.93,1.37,2867,23.93,0.78,83.56,13069.3,1.69
1500107,158188,0.96,58.82,94.06,17.36,4.49,86.64,71.6,303.95,8.99,38.95,30.4,5.59,58218,20.42,0.53,86.58,12150.04,98.21
1500131,6136,-0.83,89,97.95,81.25,2.5,95.7,85.85,209.61,8.51,31.19,21.42,4.87,2785,19.73,0.57,86.69,13998.91,9.99
1500206,59023,0.81,23.56,99.34,24.56,2.2,83.17,26.74,106.5,6.03,53.47,12.38,2.09,22814,27.51,0.53,82.62,25714.69,13.59
1500305,37765,0.63,27.05,98.54,17.82,2.43,63.92,32.19,82.66,6.59,64.88,17.03,4.06,11375,24.51,0.66,84.26,11130.94,4.53
1500347,18080,-2.68,19.46,98.79,19.15,0.2,95.98,56.96,141.34,7.48,33.99,8.6,0.96,9637,20.58,0.49,86.49,23136.75,2.54
1500404,69377,2.33,52.68,99.17,19.68,5.94,83.44,49.25,155.41,7.82,52.34,20.43,3.69,19728,23.67,0.58,84.72,12988.38,2.93
1500503,34280,0.16,59.39,94.34,60.16,17.56,89.97,68.98,395.72,8.61,38.3,35.55,9.32,14292,18.72,0.65,87.58,20220.01,0.47
1500602,126279,2.04,84.88,90.02,43.98,49.09,94.28,82.74,627.05,8.65,22.38,32.38,7.04,45449,18.55,0.56,87.72,26595.8,0.79
1500701,28011,1.03,38.35,98.7,6.72,0.28,49.02,40.9,103.4,6.6,62.02,11.9,2.14,8180,24.51,0.62,84.26,8607.88,4.05
1500800,478778,0.12,99.75,77.39,37.33,31.48,99.29,98.17,650.8,9.65,13.94,48.39,8.4,225873,18.46,0.52,88.83,16542.68,2512.2
1500859,31850,3.72,47.87,98.35,7.03,1.97,75.98,50.38,184.19,7.63,44.8,15.67,2.68,9605,22.17,0.58,85.57,20061.15,2.68
1500909,44573,0.8,45.04,99.45,50.83,3.94,82.45,58.68,85.26,7.46,62.59,13.55,1.99,12948,24.89,0.56,84.05,7750.19,40.53
1500958,23774,-0.91,30.77,97.88,65.33,0.87,77.33,60.64,101.31,6.55,55.64,16.49,3.71,7752,24.65,0.56,84.18,9584.87,13.12
1501006,18290,1.2,20.06,99.68,27.89,5.68,76.41,24.66,100.84,7.82,65.69,12.17,2.38,5958,29.36,0.6,81.64,9254.57,1.07
1501105,31892,2.45,44.67,98.33,43.68,0.19,41.65,42.94,41.27,5.57,59.68,12.06,1.12,8639,24.04,0.48,84.52,7837.69,7.25
1501204,51641,2.84,50.31,98.95,58.5,2.79,89.11,54.27,96.93,8.19,47.95,23.83,3.65,15151,25.26,0.53,83.84,11367.06,13.73
1501253,4031,1.35,37.37,99.17,45.05,0.23,93.42,48,334.71,7.8,34.52,20.82,2.15,1436,22.7,0.62,85.27,39829.41,1.36
1501303,126650,2,36.35,94.4,31.07,15.15,95.49,85.55,453.7,8.93,26.03,37.84,6.17,42954,20.04,0.55,86.8,71473.92,96.65
1501402,1303403,-0.55,99.14,74.01,67.13,59.91,99.02,97.28,1336.61,9.64,13.04,55.57,16.65,667049,17.25,0.61,88.81,22216.33,1230.25
1501451,18099,0.87,41.99,99.27,69.79,1.12,93.81,62.75,227.68,9.05,47.03,26.3,4.07,5772,24.26,0.58,84.39,13218.69,4.11
1501501,63567,1.74,55.98,93.87,70.65,7.17,98.31,91.95,253.93,9.42,21.31,34.67,5.18,22785,20.39,0.48,86.59,30668.86,338.44
1501576,18005,1.37,53.33,99.45,48.39,1.96,92.72,67.93,183.77,7.35,31.11,22.44,4.33,6513,23.98,0.52,84.55,14134.87,6.39
1501600,12622,-0.64,28.08,98.24,73.61,0.55,80.66,62.93,97.17,7.52,47.84,18.38,1.95,5702,25.13,0.5,83.92,12325.25,21.5
1501709,123082,0.7,64.14,96.08,31.18,4.6,90.38,73.29,258.16,9.31,41.59,28.71,5.6,44368,28.07,0.58,82.32,10679,57.93
