id_municipio,pib,impostos_liquidos,va_agropecuaria,va_industria,va_servicos,va_adespss
3130051,111447,3371,24441,4048,24412,55175
3130655,87312,2431,24823,7344,16261,36453
3132701,341052,25581,42929,23662,141241,107639
3138625,462851,38826,131396,136957,106668,49004
3147600,472423,45786,97796,88315,162612,77914
3147808,42087,1431,10588,1227,12089,16753
3149952,111678,10497,9511,9354,43909,38409
3157104,132072,4775,14583,38667,33590,40456
3158300,242910,24968,71338,38805,70532,37267
3170057,167991,9497,36453,9775,52909,59358
3101607,3485867,522563,285844,507199,1759700,410561
3112208,62476,3121,9942,2038,21301,26074
3118908,146187,8637,41493,12072,44484,39500
3129657,51265,1469,3829,1691,13448,30829
3132305,121602,4766,10471,2937,38081,65347
3133709,6934792,122137,34264,5451969,1247238,79184
3135100,1603651,184465,60175,316336,690171,352503
3141207,97194,5736,33027,13103,22437,22891
3142007,163017,11759,13889,7088,61816,68464
3142700,165416,8887,19857,6460,60304,69908
3143807,128563,10918,18440,19357,48568,31280
3144508,668882,21978,69390,405211,125939,46363
3145703,40532,1098,14660,1326,8674,14774
3146206,67814,2128,12765,2760,18808,31353
3159308,74817,3861,14376,2046,26912,27622
3168101,689238,60444,123205,366261,99245,40083
3169356,3151633,400975,88355,1955697,518723,187883
3170107,20397519,3114714,1425496,6133709,8030613,1692988
3170438,130424,4588,70426,5614,25430,24366
3106705,33132919,5688918,18120,14553861,10566143,2305877
3107901,160232,9746,35441,7963,54480,52601
3110608,1865719,359740,37785,724180,598066,145947
3111507,434286,30865,161758,15900,146907,78856
3112901,143751,6752,50931,5066,35891,45110
3127909,44200,1106,12477,1528,10368,18721
3133600,848636,192779,11335,38583,551578,54362
3136603,107518,7892,18939,8354,41006,31327
3140209,74979,6296,12088,12850,24747,18998
3145356,121571,5994,20028,7020,36345,52184
3146750,63874,2189,8498,3472,19712,30003
3147006,7198617,361912,1133352,3309468,1867838,526047
3147907,3024709,306020,310026,305282,1580739,522642
3154309,277857,17773,27868,16691,124625,90901
3155108,52673,2198,6249,898,16150,27179
3158508,116685,5076,45963,4844,25435,35366
3159357,151813,15083,22990,30234,46294,37212
3161601,44821,1583,6327,1060,13323,22529
3169208,130979,9046,19242,5131,58383,39177
3100906,287599,21947,21207,24030,128821,91594
3114600,177651,6789,101936,6061,38568,24297
3121605,984259,75881,64945,100772,522319,220342
3122405,129555,6011,50118,5255,38393,29777
3135456,79480,5631,13510,1563,21590,37186
3137304,59611,1492,18974,2121,12656,24368
3138658,93858,4023,3420,3644,30245,52525
3145505,43929,1896,9462,1188,13251,18132
3150158,140778,7590,39253,6917,42739,44279
3151503,1280835,133325,296353,125534,548914,176708
3162609,101877,6327,10318,12855,35129,37247
3163904,148166,6868,71613,5634,37977,26073
3104106,346704,54007,29867,86158,120950,55723
3104700,199016,11837,50287,23601,53893,59398
3108503,75753,2803,11421,12352,16153,33024
3113008,210428,11014,22223,22105,51349,103737
3125952,156889,7544,45368,5561,46181,52233
3135308,101337,5076,36439,5129,28479,26216
3143104,1558716,156222,392909,88495,679189,241901
3148707,401448,20209,14187,108960,136724,121369
3152170,122556,7120,9882,4701,40370,60482
3154507,532748,25057,47609,322241,84285,53556
3158607,47378,1837,4367,1569,15187,24418
3158904,189846,11090,79543,7944,50624,40646
3162302,55082,2490,18127,1490,15454,17521
3167400,141556,8600,46269,16498,38529,31660
3168507,191322,10086,23939,27370,71442,58485
3100104,176774,9062,75111,10618,43394,38589
3103504,5837823,673599,539102,1882450,2145326,597346
3107703,160334,21389,10696,4892,90131,33226
3113909,321643,15862,131351,16453,93984,63992
3119302,1535205,101674,709975,127860,449999,145695
3136504,107172,3996,15304,3273,32473,52127
3138203,2941931,369643,145241,447095,1475371,504580
3140100,57719,2282,11691,2161,16582,25004
3143302,10800251,1337047,156031,1962106,5465198,1879869
3144706,432891,42043,15748,105621,177436,92042
3146008,934189,131131,58973,156445,435049,152592
3149150,109590,3792,17602,3270,26107,58818
3155405,120108,7550,9882,7903,51056,43717
3156304,550096,65101,40904,297268,105634,41190
3160959,91417,8198,16322,2574,32536,31788
3170651,68130,2015,18491,4548,14056,29019
3104304,309348,22121,57214,28294,129333,72386
3116407,182017,17456,40499,52513,44202,27348
3119401,1996019,202271,4187,183039,1108157,498364
3120003,38526,1115,6586,3115,9846,17864
3122306,8331346,1113360,109940,2215246,3804147,1088653
3125408,73739,2717,21636,1867,19907,27611
3126752,102828,3103,16439,29661,21393,32230
3128253,78027,2181,30401,1974,14215,29255
3128501,57636,3813,5500,6788,18303,23233
3135605,130474,10031,33022,14031,35500,37890
3147105,4025297,637160,128982,1134222,1660968,463965
3149200,204115,17887,92550,6370,59983,27325
3150802,200178,9421,35574,8114,68423,78646
3151305,200665,17085,22042,33721,75224,52593
3151909,121719,8236,32372,2766,39036,39308
3161809,311248,29578,27106,112187,81722,60655
3163805,105089,4508,32883,5600,25879,36218
3104502,318620,17498,96702,11576,101840,91005
3104908,381042,25574,45769,36104,178568,95026
3106804,41578,1446,9903,732,10416,19082
3109204,180725,8560,56678,6809,55684,52994
3111408,710907,56046,316157,127003,159192,52509
3112109,97624,5458,31826,3498,30119,26724
3112703,501518,43766,34685,239445,108638,74984
3129301,176419,14469,17272,29072,61749,53856
3130903,404796,24938,67000,20233,178523,114102
3133402,514269,47474,158473,85923,142844,79554
3135506,193981,9713,56906,8944,57189,61229
3144805,21042646,1134198,3335,13943010,5225499,736603
3151701,403867,35023,106018,33743,154717,74367
3157906,354063,11228,172775,11688,78997,79374
3159704,102034,2796,49636,6347,21197,22059
3165206,137362,7895,35981,11453,46728,35305
3102902,241904,23197,39128,50582,71947,57051
3103207,59998,4620,11726,15446,11231,16975
3106606,53792,1240,12087,1029,13279,26157
3115805,351070,29410,112550,13011,145897,50203
3117504,9051036,90840,21947,7129234,1669419,139595
3119708,90916,5810,28175,14855,21250,20827
3127073,47086,1515,3577,1957,11421,28616
3129400,103561,3390,41621,3508,25649,29394
3131406,183084,5367,105370,8100,35692,28555
3132909,236365,16561,74593,8834,82900,53478
3133204,151296,6425,17312,9880,57788,59891
3140308,60450,2794,7318,2149,18022,30166
3142403,152615,14424,21405,6488,71864,38434
3146404,82825,4590,25695,2604,24856,25081
3148905,116154,9952,35466,19344,27169,24223
3167103,292440,18486,29268,15138,131472,98076
3102100,180132,5676,67073,6717,49606,51059
3107802,171128,8104,31963,7875,57671,65514
3113107,41483,963,9041,1263,9503,20712
3113206,751899,84374,134523,173999,231900,127103
3114006,265730,28088,28206,70687,80392,58356
3114105,290443,26539,65776,9686,113452,74991
3124401,122239,11308,28826,18543,37172,26390
3127206,83333,5157,15041,11782,21975,29378
3135076,82540,2408,30172,5191,16648,28121
3141504,77396,3764,9915,5729,25892,32096
3142205,334110,26833,13923,124405,101239,67710
3149002,42293,1289,8649,1282,11859,19214
3157377,49009,2633,4874,1058,15795,24649
3159209,227955,15261,62554,37455,68709,43976
3170503,239997,24906,29697,60163,72511,52720
3107000,64479,3242,23744,1890,17241,18362
3110103,88656,4181,28005,3064,24716,28690
3117405,81016,1781,21269,19792,12942,25233
3119955,320637,42726,20935,151286,69729,35960
3121902,63715,3757,8388,7126,21332,23113
3124203,411020,31270,60692,19995,181543,117520
3125200,58635,1582,20909,3171,17118,15856
3126307,111306,6229,28625,26418,24301,25734
3131901,13139828,538941,8517,9350936,2818850,422585
3141009,157578,8210,11282,8404,72042,57639
3144656,126384,5336,40081,5056,25434,50477
3146107,9520035,402984,30549,6363319,2260616,462567
3148301,136815,8068,35607,5140,43724,44275
3156908,2090987,176677,687267,436784,615046,175212
3157203,1628493,70554,21230,923387,450621,162701
3170800,1067613,165878,101082,330955,275097,194601
3171709,180446,7767,52052,5265,75260,40102
3104403,40092,1895,6580,987,12111,18519
3111002,486392,33187,144884,24474,182462,101385
3133105,470229,28098,175470,35472,153259,77930
3136009,162644,6666,23803,6683,49467,76024
3140506,474772,43955,130382,71451,161389,67595
3144409,115354,8844,37920,6437,36625,25528
3145208,2635892,274638,16002,740755,1076555,527941
3161304,194087,7713,92870,9492,45776,38235
3165107,195273,9093,84033,14828,48536,38784
3169307,2959361,444806,338109,574598,1214528,387320
3169406,1879264,247732,212415,341970,787997,289150
3103009,894624,27033,32327,596954,179478,58832
3108800,213084,2475,16830,146911,17311,29558
3109451,477388,11128,225232,130301,62561,48166
3112604,666601,47016,279994,51324,207026,81241
3120300,59171,2034,7703,2051,14870,32513
3128006,996965,102182,48641,229855,451597,164690
3136306,2156171,212039,594332,429340,675344,245116
3142254,46808,1430,3916,1215,12230,28017
3154903,237367,16057,32761,11519,106779,70251
3160801,89310,3567,27791,4037,24825,29090
3165578,89448,4824,18774,3401,31183,31266
3168408,188341,8916,27694,7838,73013,70879
3102704,125598,11147,7113,4005,57434,45899
3105707,81927,6483,15599,4259,26506,29080
3108255,101039,3964,12067,2497,24134,58378
3112653,60813,2060,8381,3340,16617,30415
3117836,63480,1591,5854,1522,15132,39381
3132503,647509,32307,223822,46298,181787,163295
3140159,198000,15040,15263,13910,82789,70997
3140605,60534,2039,16090,1854,15214,25337
3149101,182678,8335,52016,8719,61042,52566
3155801,417439,46924,19884,74461,193914,82255
3164407,443000,87290,24955,80925,213861,35969
3167509,104072,4946,5116,57666,16939,19406
3169802,139820,6900,63352,7274,34520,27774
3171154,64216,1800,20750,1584,13934,26149
3172103,140361,22319,12821,30882,43597,30742
3107604,196096,15981,84223,13590,56623,25679
3109303,1164015,54281,625333,69514,283253,131634
3113701,474792,43627,96102,79369,156471,99224
3115904,47151,1796,5966,2795,15890,20705
3116159,403118,32218,167954,12308,119274,71363
3127800,770889,10711,184816,437051,56596,81716
3128105,390784,18914,167532,14954,109764,79619
3130309,587430,83624,131645,209271,125842,37047
3130606,132576,8815,36173,10769,39998,36821
3135902,104204,4280,44001,2829,26504,26589
3136579,58028,2196,15879,2116,10428,27408
3139508,563494,84026,43008,13113,309629,113718
3142106,174006,11090,38362,10757,60444,53354
3142502,46811,1193,7521,12955,10035,15107
3153400,731489,36077,382699,30421,178430,103862
3154150,121225,5882,30322,8848,39069,37104
3166808,983222,26060,429056,266287,189575,72245
3168705,5611339,728712,1663,3162686,1275599,442678
3170305,44172,1662,12798,1666,10263,17783
3101904,524218,38771,159833,36193,196512,92907
3105103,780013,64681,245778,86418,273969,109166
3109253,47558,1417,10169,2489,11360,22123
3111606,704550,36918,272058,33000,232246,130328
3114808,80638,4301,23841,4485,23289,24721
3117876,485732,62191,387,38071,334753,50329
3120870,80453,3331,10329,4655,22142,39996
3122801,39052,1014,8851,868,10415,17903
3125309,64378,2338,24146,5253,13604,19037
3129806,3203506,278747,2938,1180642,895131,846049
3136702,20297559,2843472,55014,4534878,10195934,2668262
3139805,227578,18850,20708,37587,93067,57365
3143450,91071,2274,21063,2489,21350,43896
3150109,92672,2547,14863,42139,14199,18923
3151800,8531692,1505656,78108,2047213,3827422,1073294
3155702,1339301,28039,22347,937159,273872,77885
3161007,313491,33071,32429,28758,133987,85246
3161650,49944,1606,8528,3785,13495,22530
3163003,49560,1962,3256,3979,15208,25155
3164472,104241,4364,27811,4946,31027,36093
3164704,2236521,293249,186671,427394,966004,363204
3166402,45232,2817,10424,3215,13827,14948
3168051,49070,1552,13214,1818,11650,20836
3171303,1811859,168607,31310,187358,1038710,385873
3101201,128549,6651,36086,3035,51238,31538
3109600,51864,3700,2452,3534,20646,21533
3110004,1074938,88487,28647,288287,457302,212215
3114550,407481,28310,145994,64161,102569,66448
3115003,80004,2392,35711,2846,16366,22689
3116100,111127,3159,9747,2802,28018,67401
3120151,76419,1644,24758,1449,13650,34918
3121308,81745,5536,8993,17858,22674,26684
